0,9% Sodium Chloride-BRAUN;Natrii chloridum;9 mg/ml;roztwór do infuzji;08754;Bezterminowe;B. Braun Melsungen AG;NAR;B05CB01
Sedam 6;Bromazepamum;6 mg;tabletki;48/18;2023-01-31;InPharm Sp. z o.o.;IR;N05BA08
Sedatif PC;Homeopatyczny produkt leczniczy;-;tabletki;IL-2969/LN-H;Bezterminowe;Boiron SA;NAR;
Sedomix;Produkt złożony;-;płyn doustny;01600;Bezterminowe;"Przedsiębiorstwo Farmaceutyczne ""Leki Natury"" Tadeusz Polański";NAR;
Sedron 70 mg tabletki powlekane;Acidum alendronicum;70 mg;tabletki powlekane;12716;Bezterminowe;Gedeon Richter Polska Sp. z o.o.;MRP;M05BA04
Seebri Breezhaler;Glycopyrronii bromidum;44 mcg;proszek do inhalacji w kapsułkach twardych;;;Novartis Europharm Limited;CEN;R03BB06
Segan;Selegilini hydrochloridum;5 mg;tabletki;07460;Bezterminowe;Zakłady Farmaceutyczne POLPHARMA S.A.;NAR;N04BD01
Selenium Aguettant;Selenium;10 mcg/ml;roztwór do infuzji;22135;2019-10-05;Laboratoire Aguettant;DCP;A12CE02
Selenium Metallicum;Homeopatyczny produkt leczniczy;4CH, 5CH, 7CH, 9CH, 12CH, 15CH, 30CH, 200CH, 6K, 12K, 30K, 200K, 1MK, 10MK, 100MK;"granulki; granulki w pojemniku jednodawkowym, krople doustne roztwór";19222;Bezterminowe;Boiron SA;NAR;
Selgres;Selegilinum;5 mg;tabletki powlekane;04043;Bezterminowe;PharmaSwiss Ceska Republika s.r.o.;NAR;N04BD01
Selincro;Nalmefenum;18 mg;tabletki powlekane;;;H. Lundbeck A/S;CEN;N07BB05
Selmet;Metoprololi tartras;50 mg;tabletki powlekane;21313;2018-07-09;S-Lab Sp. z o.o.;DCP;C07AB02
Selmet;Metoprololi tartras;100 mg;tabletki powlekane;21314;2018-07-09;S-Lab Sp. z o.o.;DCP;C07AB02
Senalax Extra;-;17 mg sumy sennozydów/tabl.;tabletki powlekane;20087;Bezterminowe;Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.;NAR;A06AB06
Senefol;Sennae folium cum fructu;7,5 mg pochodnych hydroksyantracenu w przeliczeniu na sennozyd B/tabletkę;tabletka;04732;Bezterminowe;Laboratorium Farmaceutyczne Labofarm Sp. z o.o. spółka komandytowa;NAR;A06AB06
Senes;Sennae folium + Sennae fructus angustifoliae;28 mg sennozydów/sasz.;zioła do zaparzania w saszetkach;03726;Bezterminowe;ELANDA Zakład Produkcji Środków Farmaceutycznych Sp.J. B.Kazub, A.Orłowski;NAR;A06AB06
Senes fix;Sennae folium;25-30 mg glikozydów hydroksyantracenowych w przeliczeniu sennozyd B/g;zioła do zaparzania;IL-0681/LN;Bezterminowe;Herbapol - Lublin S.A.;NAR;
Senes Phytopharm;Sennae folium;25 mg - 30 mg związków antranoidowych w przeliczeniu na sennozyd B/sasz.;zioła do zaparzania w saszetkach;IL-2172/LN;2016-11-25;Phytopharm Klęka S.A.;NAR;
Senospasmina;Preparat ziołowy;3,15 ml/15 ml;syrop;01723;Bezterminowe;Herbapol - Lublin S.A.;NAR;N05CM09
Senshio;Ospemifenum;60 mg;tabletki powlekane;;;Shionogi Limited;CEN;G03XC05
Sensiva;Propanolum + Alcohol isopropylicus + Acidum lacticum;(45 g + 28 g + 0,3 g)/100 g;roztwór na skórę;13044;Bezterminowe;Schuelke & Mayr GmbH;NAR;D08AX
Senzop;Zopiclonum;7,5 mg;tabletki powlekane;10891;Bezterminowe;PharmaSwiss Ceska Republika s.r.o.;NAR;N05CF01
Sepia Officinalis;Homeopatyczny produkt leczniczy;4CH, 5CH, 7CH, 9CH, 12CH, 15CH, 30CH, 200CH, 6K, 12K, 30K, 200K, 1MK, 10MK, 100MK;"granulki; granulki w pojemniku jednodawkowym, krople doustne roztwór";19225;Bezterminowe;Boiron SA;NAR;
Septanazal dla dorosłych;Xylometazolini hydrochloridum + Dexpanthenolum;(1 mg + 50 mg)/ml;aerozol do nosa, roztwór;21546;2018-10-27;Krka, d.d., Novo mesto;DCP;R01AB06
Septanazal dla dzieci;Xylometazolini hydrochloridum + Dexpanthenolum;(0,5 mg + 50 mg)/ml;aerozol do nosa, roztwór;21545;2018-10-27;Krka, d.d., Novo mesto;DCP;R01AB06
Septanest z adrenaliną 1:100 000;Atricaini hydrochloridum + Adrenalinum;(40 mg + 0,01 mg)/ml;roztwór do wstrzykiwań;06793;Bezterminowe;SEPTODONT;NAR;N01BB58
Septanest z adrenaliną 1:200 000;Articaini hydrochloridum + Adrenalinum;(40 mg + 0,005 mg)/ml;roztwór do wstrzykiwań;06794;Bezterminowe;SEPTODONT;NAR;N01BB58
Septofar Mięta;Amylmetacresolum + Dichlorobenzyl Alcohol;0,6 mg + 1,2 mg;pastylki twarde;23495;2021-10-18;Dr. Max Pharma Limited;DCP;R02AA20
Septofar Miód i Cytryna;Amylmetacresolum + Dichlorobenzyl Alcohol;0,6 mg + 1,2 mg;pastylki twarde;23496;2021-10-18;Dr. Max Pharma Limited;DCP;R02AA21
Septolete;Benzalkonii chloridum;1 mg;pastylki twarde;02535;Bezterminowe;Krka, d.d., Novo mesto;NAR;R02AA20
Septolete Apple;Cetylpyridinii chloridum;1,2 mg;pastylki;12578;Bezterminowe;Krka, d.d., Novo mesto;NAR;R02AA06
Septolete D;Benzalkonii chloridum;1 mg;pastylki twarde;04702;Bezterminowe;Krka, d.d., Novo mesto;NAR;R02AA20
Septolete Junior;Cetylpyridinii chloridum;1,2 mg;pastylka twarda;12579;Bezterminowe;Krka, d.d., Novo mesto;NAR;R02AA06
Septolete Lemon;Cetylpyridinii chloridum;1,2 mg;pastylki;12626;Bezterminowe;Krka, d.d., Novo mesto;MRP;R02AA06
Septolete Plus;Benzocainum + Cetylpyridinii chloridum;(10 mg + 2 mg)/ml;aerozol do stosowania w jamie ustnej;17374;Bezterminowe;Krka, d.d., Novo mesto;NAR;R02AA06
Septolete Plus;Benzocainum + Cetylpyridinii chloridum;5 mg + 1 mg;pastylki twarde;10264;Bezterminowe;Krka, d.d., Novo mesto;NAR;R02AA06
Septolete Plus o smaku miodu i limonki;Benzocainum + Cetylpyridinii chloridum;5 mg + 1 mg;pastylki twarde;17238;Bezterminowe;Krka, d.d., Novo mesto;NAR;R02AA06
Septolete Plus o smaku truskawkowym;Benzocainum + Cetylpyridinii chloridum;5 mg + 1 mg;pastylki twarde;17365;2015-10-05;Krka, d.d., Novo mesto;NAR;R02AA06
Septolete ultra;Benzydamine hydrochloride + Cetylpyridinii chloridum;(1,5 mg + 5 mg)/ml;aerozol do stosowania w jamie ustnej, roztwór;22609;2020-08-03;Krka, d.d., Novo mesto;DCP;R02AA20
Septolete ultra;Benzydamine hydrochloride + Cetylpyridinii chloridum;3 mg + 1 mg;pastylki twarde;22606;2020-08-03;Krka, d.d., Novo mesto;DCP;R02AA20
Septolux;Benzydamini hydrochloridum;1,5 mg/ml;aerozol do stosowania w jamie ustnej i gardle;12487;2015-08-11;ICN Polfa Rzeszów S.A.;NAR;A01AD02
Septolux;Benzydamini hydrochloridum;1,5 mg/ml;roztwór do stosowania w jamie ustnej;22624;2020-08-10;PharmaSwiss Ceska Republika s.r.o.;DCP;A01AD02
Septolux;Benzydamini hydrochloridum;3 mg;tabletki do ssania;12584;2015-08-11;ICN Polfa Rzeszów S.A.;NAR;A01AD02
Septolux;Benzydamini hydrochloridum;3 mg;tabletki do ssania;22623;2020-08-10;PharmaSwiss Ceska Republika s.r.o.;DCP;A01AD02
Septolux Max;Benzydamini hydrochloridum;3 mg/ml;aerozol do stosowania w jamie ustnej;23583;2021-11-29;PharmaSwiss Ceska Republika s.r.o.;DCP;A01AD02
Septosan fix;Thymi herba + Salviae folium + Menthae piperitae folium;(1000 mg + 500 mg + 500 mg)/sasz.;zioła do zaparzania w saszetkach;02158;Bezterminowe;Herbapol - Lublin S.A.;NAR;
Seractil;Dexibuprofenum;200 mg;tabletki powlekane;08441;Bezterminowe;Biofarm Sp. z o.o.;NAR;M01AE14
Seractil;Dexibuprofenum;400 mg;tabletki powlekane;08443;Bezterminowe;Biofarm Sp. z o.o.;NAR;M01AE14
Serdolect;Sertindolum;16 mg;tabletki powlekane;10894;Bezterminowe;H. Lundbeck A/S;NAR;N05AE03
Serdolect;Sertindolum;12 mg;tabletki powlekane;10893;Bezterminowe;H. Lundbeck A/S;NAR;N05AE03
Serdolect;Sertindolum;4 mg;tabletki powlekane;10892;Bezterminowe;H. Lundbeck A/S;NAR;N05AE03
Serestill;Paroxetinum;10 mg/ml;krople doustne, roztwór;12673;2016-01-11;Italfarmaco S.p.A.;MRP;N06AB05
Seretide 125;Fluticasoni propionas + Salmeterolum;(125 mcg + 25 mcg)/dawkę inh.;aerozol inhalacyjny, zawiesina;09070;Bezterminowe;GlaxoSmithKline Export Ltd;NAR;R03AK06
Seretide 250;Fluticasoni propionas + Salmeterolum;(250 mcg + 25 mcg)/dawkę inh.;aerozol wziewny, zawiesina;09071;Bezterminowe;GlaxoSmithKline Export Ltd;NAR;R03AK06
Seretide 50;Fluticasoni propionas + Salmeterolum;(50 mcg + 25 mcg)/dawkę inh.;aerozol wziewny, zawiesina;09069;Bezterminowe;GlaxoSmithKline Export Ltd;NAR;R03AK06
Seretide Dysk 100;Fluticasoni propionas + Salmeterolum;(100 mcg + 50 mcg)/dawkę inh.;proszek do inhalacji;08324;Bezterminowe;GlaxoSmithKline Export Ltd;NAR;R03AK06
Seretide Dysk 250;Fluticasoni propionas + Salmeterolum;(250 mcg + 50 mcg)/dawkę inh.;proszek do inhalacji;08325;Bezterminowe;GlaxoSmithKline Export Ltd;NAR;R03AK06
Seretide Dysk 500;Fluticasoni propionas + Salmeterolum;(500 mcg + 50 mcg)/dawkę inh.;proszek do inhalacji;08326;Bezterminowe;GlaxoSmithKline Export Ltd;NAR;R03AK06
Serevent;Salmeterolum;25 mcg/dawkę inh.;aerozol wziewny, zawiesina;12486;Bezterminowe;GlaxoSmithKline Export Ltd;MRP;R03AC12
Serevent Dysk;Salmeterolum;50 mcg/dawkę inh.;proszek do inhalacji;04378;Bezterminowe;GlaxoSmithKline Export Ltd;NAR;R03AC12
Sermion;Nicergolinum;4 mg;proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;01561;2017-01-11;Pfizer Europe MA EEIG;NAR;C04AE02
Sermion;Nicergolinum;10 mg;tabletki drażowane;01557;Bezterminowe;Pfizer Europe MA EEIG;NAR;C04AE02
Sermion;Nicergolinum;30 mg;tabletki powlekane;01559;Bezterminowe;Pfizer Europe MA EEIG;NAR;C04AE02
Sermion;Nicergolinum;30 mg;tabletki powlekane;339/12;2017-06-24;Delfarma Sp. z o.o.;IR;C04AE02
Sermion;Nicergolinum;30 mg;tabletki powlekane;898/12;2017-12-26;InPharm Sp. z o.o.;IR;C04AE02
Seronil;Fluoxetinum;20 mg;kapsułki twarde;03744;Bezterminowe;Orion Corporation;NAR;N06AB03
Seronil;Fluoxetinum;10 mg;tabletki powlekane;03743;Bezterminowe;Orion Corporation;NAR;N06AB03
Seroxat;Paroxetinum;20 mg;tabletki powlekane;06405;Bezterminowe;GlaxoSmithKline Export Ltd;NAR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;152/11;2016-05-18;ICHEM Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;130/11;2021-05-12;InPharm Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;505/11;2016-11-09;Tramco Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;296/12;2022-06-10;Forfarm Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;412/12;2017-07-25;Delfarma Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;419/12;2022-06-26;Delfarma Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;425/14;2019-12-29;PharmaVitae Sp. z o.o. sp.k.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;807/15;2020-12-10;Pretium Farm Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;144/16;2021-03-08;Laboratorium Galenowe Olsztyn Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;258/16;2021-05-11;Delfarma Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;410/16;2021-09-20;Delfarma Sp. z o.o.;IR;N06AB05
Seroxat;Paroxetinum;20 mg;tabletki powlekane;434/17;2022-12-22;InPharm Sp. z o.o.;IR;N06AB05
Sertagen;Sertralinum;100 mg;tabletki powlekane;12840;Bezterminowe;Generics [UK] Ltd.;MRP;N06AB06
Sertagen;Sertralinum;50 mg;tabletki powlekane;12839;Bezterminowe;Generics [UK] Ltd.;MRP;N06AB06
Sertralina Krka;Sertralinum;50 mg;tabletki powlekane;18834;2016-11-09;Krka, d.d., Novo mesto;MRP;N06AB06
Sertralina Krka;Sertralinum;100 mg;tabletki powlekane;18835;2015-11-09;Krka, d.d., Novo mesto;MRP;N06AB06
Sertraline Aurobindo 50 mg tabletki powlekane;Sertralinum;50 mg;tabletki powlekane;14381;Bezterminowe;Aurobindo Pharma Limited;MRP;N06AB06
Sertraline Aurovitas;Sertralinum;50 mg;tabletki powlekane;24425;2022-11-28;Aurovitas Pharma Polska Sp. z o.o.;DCP;N06AB06
Sertraline Aurovitas;Sertralinum;100 mg;tabletki powlekane;24426;2022-11-28;Aurovitas Pharma Polska Sp. z o.o.;DCP;N06AB06
Sertraline Bluefish;Sertralinum;50 mg;tabletki powlekane;20955;2016-03-08;Bluefish Pharmaceuticals AB;DCP;N06AB06
Sertraline Bluefish;Sertralinum;100 mg;tabletki powlekane;20956;2016-03-08;Bluefish Pharmaceuticals AB;DCP;N06AB06
Sertraline Farmax;Sertralinum;50 mg ;tabletki powlekane;24065;2022-06-18;SVUS Pharma a.s.;DCP;N06AB06
Sertraline Farmax;Sertralinum;100 mg ;tabletki powlekane;24066;2022-06-18;SVUS Pharma a.s.;DCP;N06AB06
Sertralinum 123ratio;Sertralinum;50 mg;tabletki powlekane;12904;2017-08-09;123ratio Sp. z o.o.;MRP;N06AB05
Sertralinum 123ratio;Sertralinum;100 mg;tabletki powlekane;12905;2017-08-09;123ratio Sp. z o.o.;MRP;N06AB05
Sertranorm;Sertralinum;50 mg;tabletki powlekane;14880;Bezterminowe;+pharma arzneimittel GmbH;MRP;N06AB06
Sertranorm;Sertralinum;100 mg;tabletki powlekane;14879;Bezterminowe;+pharma arzneimittel GmbH;MRP;N06AB06
Servenon;Escitalopramum;10 mg;tabletki powlekane;17426;Bezterminowe;Glenmark Pharmaceuticals s.r.o.;DCP;N06AB10
Servenon;Escitalopramum;15 mg;tabletki powlekane;17427;Bezterminowe;Glenmark Pharmaceuticals s.r.o.;DCP;N06AB10
Servenon;Escitalopramum;20 mg;tabletki powlekane;17428;Bezterminowe;Glenmark Pharmaceuticals s.r.o.;DCP;N06AB10
Servenon;Escitalopramum;10 mg;tabletki powlekane;734/15;2020-11-02;Delfarma Sp. z o.o.;IR;N06AB10
Setal MR;Trimetazidini dihydrochloridum;35 mg;tabletki o zmodyfikowanym uwalnianiu;14683;Bezterminowe;Polfarmex S.A.;NAR;C01EB15
Setaloft 100 mg;Sertralinum;100 mg;tabletki powlekane;12117;Bezterminowe;Actavis Group PTC ehf.;MRP;N06AB06
Setaloft 50 mg;Sertralinum;50 mg;tabletki powlekane;12116;Bezterminowe;Actavis Group PTC ehf.;MRP;N06AB06
Setegis;Terazosinum;2 mg;tabletki;08918;Bezterminowe;Egis Pharmaceuticals PLC;NAR;G04CA03
Setegis;Terazosinum;5 mg;tabletki;08919;Bezterminowe;Egis Pharmaceuticals PLC;NAR;G04CA03
Setinin;Quetiapinum;25 mg;tabletki powlekane;16017;Bezterminowe;+pharma arzneimittel GmbH;DCP;N05AH04
Setinin;Quetiapinum;100 mg;tabletki powlekane;16018;Bezterminowe;+pharma arzneimittel GmbH;DCP;N05AH04
Setinin;Quetiapinum;200 mg;tabletki powlekane;16020;Bezterminowe;+pharma arzneimittel GmbH;DCP;N05AH04
Setinin;Quetiapinum;300 mg;tabletki powlekane;16021;Bezterminowe;+pharma arzneimittel GmbH;DCP;N05AH04
Setronon;Ondansetronum;8 mg;tabletki powlekane;09947;Bezterminowe;Teva Pharmaceuticals Polska Sp. z o.o.;NAR;A04AA01
Sevelamer carbonate Sandoz;Sevelameri carbonas;800 mg;tabletki powlekane;22426;2017-06-20;Sandoz GmbH;DCP;V03AE02
Sevelamer Carbonate Zentiva;Sevelamerum;2,4 g;proszek do sporządzania zawiesiny doustnej;;;Genzyme Europe B.V;CEN;V03AE02
Sevelamer Carbonate Zentiva;Sevelamerum;800 mg;tabletki powlekane;;;Genzyme Europe B.V;CEN;V03AE02
Sevemed;Sevelameri carbonas;2,4 g;proszek do sporządzania zawiesiny doustnej;23658;2022-01-02;Medice Arzneimittel Puetter GmbH & Co. KG;DCP;V03AE02
Sevemed;Sevelameri carbonas;800 mg;tabletki powlekane;21909;2019-06-10;Medice Arzneimittel Puetter GmbH & Co. KG;DCP;V03AE02
Sevoflurane Baxter;Sevofluranum;100%;płyn do sporządzania inhalacji parowej;11883;Bezterminowe;Baxter Polska Sp. z o.o.;MRP;N01AB08
Sevorane;Sevofluranum;100%;płyn wziewny;07509;Bezterminowe;AbbVie Polska Sp. z o.o.;NAR;N01AB08
Sevredol;Morphini sulfas;10 mg;tabletki powlekane;08826;Bezterminowe;Mundipharma A/S;NAR;N02AA01
Sevredol;Morphini sulfas;20 mg;tabletki powlekane;08827;Bezterminowe;Mundipharma A/S;NAR;N02AA01
Sewelameru węglan Housthon;Sevelameri carbonas;800 mg;tabletki powlekane;22415;2016-07-08;Housthon BV;DCP;V03AE02
Sewelameru węglan Synthon;Sevelameri carbonas;800 mg;tabletki powlekane;22414;2020-04-28;Synthon B.V.;DCP;V03AE02
Sialanar;Glycopyrronii bromidum;320 mcg/ml;roztwór doustny;;;Proveca Limited;CEN;A03AB02
Siarczan protaminy 1%;Protamini sulfas;10 mg/ml;roztwór do wstrzykiwań;02240;Bezterminowe;Wytwórnia Surowic i Szczepionek Biomed Sp. z o.o.;NAR;V03AB14
Sibilla;Ethinylestradiolum + Dienogestum;0,03 mg + 2 mg;tabletki powlekane;20356;Bezterminowe;Gedeon Richter Polska Sp. z o.o.;DCP;G03AA16
Sidretella 20;Drospirenonum + Ethinylestradiolum;3 mg + 0,02 mg;tabletki powlekane;726/15;2020-10-29;Forfarm Sp. z o.o.;IR;G03AA12
Sidretella 20;Drospirenonum + Ethinylestradiolum;3 mg + 0,02 mg;tabletki powlekane;20426;Bezterminowe;Zentiva, k.s.;DCP;G03AA12
Sidretella 20;Drospirenonum + Ethinylestradiolum;3 mg + 0,02 mg;tabletki powlekane;239/16;2021-04-21;InPharm Sp. z o.o.;IR;G03AA12
Sidretella 20;Drospirenonum + Ethinylestradiolum;3 mg + 0,02 mg;tabletki powlekane;31/17;2022-02-05;Delfarma Sp. z o.o.;IR;G03AA12
Sidretella 30;Drospirenonum + Ethinylestradiolum;3 mg + 0,03 mg;tabletki powlekane;20427;Bezterminowe;Zentiva, k.s.;DCP;G03AA12
Sifrol;Pramipexolum;0,088 mg;tabletki;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;0,18 mg;tabletki;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;0,7 mg;tabletki;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;1,1 mg;tabletki;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;0,35 mg;tabletki;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;0,26 mg;tabletki o przedłużonym uwalnianiu;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;0,52 mg;tabletki o przedłużonym uwalnianiu;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;1,05 mg;tabletki o przedłużonym uwalnianiu;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;2,1 mg;tabletki o przedłużonym uwalnianiu;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;3,15 mg;tabletki o przedłużonym uwalnianiu;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;1,57 mg;tabletki o przedłużonym uwalnianiu;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Sifrol;Pramipexolum;2,62 mg;tabletki o przedłużonym uwalnianiu;;;Boehringer Ingelheim International GmbH;CEN;N04BC05
Signelon;Rivastigminum;3 mg;kapsułki twarde;18116;2016-04-13;"Przedsiębiorstwo Farmaceutyczno-Chemiczne ""Synteza"" Sp. z o.o.";DCP;N06DA03
Signelon;Rivastigminum;4,5 mg;kapsułki twarde;18117;2016-04-13;"Przedsiębiorstwo Farmaceutyczno-Chemiczne ""Synteza"" Sp. z o.o.";DCP;N06DA03
Signelon;Rivastigminum;1,5 mg;kapsułki twarde;18115;2016-04-13;"Przedsiębiorstwo Farmaceutyczno-Chemiczne ""Synteza"" Sp. z o.o.";DCP;N06DA03
Signelon;Rivastigminum;6 mg;kapsułki twarde;18118;2016-04-13;"Przedsiębiorstwo Farmaceutyczno-Chemiczne ""Synteza"" Sp. z o.o.";DCP;N06DA03
Signifor;Pasireotidum;20 mg;proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań;;;Novartis Europharm Limited;CEN;H01CB05
Signifor;Pasireotidum;40 mg;proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań;;;Novartis Europharm Limited;CEN;H01CB05
Signifor;Pasireotidum;60 mg;proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań;;;Novartis Europharm Limited;CEN;H01CB05
Signifor;Pasireotidum;10 mg;proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań;;;Novartis Europharm Limited;CEN;H01CB05
Signifor;Pasireotidum;30 mg;proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań;;;Novartis Europharm Limited;CEN;H01CB05
Signifor;Pasireotidum;0,3 mg;roztwór do wstrzykiwań;;;Novartis Europharm Limited;CEN;H01CB05
Signifor;Pasireotidum;0,6 mg;roztwór do wstrzykiwań;;;Novartis Europharm Limited;CEN;H01CB05
Signifor;Pasireotidum;0,9 mg;roztwór do wstrzykiwań;;;Novartis Europharm Limited;CEN;H01CB05
Signopam;Temazepamum;10 mg;tabletki;01362;Bezterminowe;"Tarchomińskie Zakłady Farmaceutyczne ""Polfa"" S.A.";NAR;N05CD07
Sigtalaz;Desloratadinum;5 mg;tabletki powlekane;20174;2015-04-09;Sigillata Ltd;DCP;R06AX27
Siklos;Hydroxycarbamidum;1000 mg;tabletki powlekane;;;Addmedica;CEN;L01XX05
Siklos;Hydroxycarbamidum;100 mg;tabletki powlekane;;;Addmedica;CEN;L01XX05
Silamil;Solifenacini succinas;10 mg;tabletki powlekane;24141;2022-07-24;Ranbaxy (Poland) Sp. z o.o.;DCP;G04BD08
Silapo;Epoetinum zeta;1000 j.m./0,3 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;2000 j.m./0,6 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;3000 j.m./0,9 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;4000 j.m./0,4 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;5000 j.m./0,5 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;6000 j.m./0,6 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;8000 j.m./ 0,8 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;10000 j.m./1ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;20000 j.m./ 0,5 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;30000 j.m./ 0,75 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silapo;Epoetinum zeta;40000 j.m./1,0 ml;roztwór do wstrzykiwań;;;STADA Arzneimittel AG;CEN;B03XA01
Silcontrol;Sildenafilum;25 mg;tabletki powlekane;21241;Bezterminowe;Alvogen Malta Operations (ROW) Ltd.;DCP;G04BE03
Silcontrol;Sildenafilum;50 mg;tabletki powlekane;21242;Bezterminowe;Alvogen Malta Operations (ROW) Ltd.;DCP;G04BE03
Silcontrol;Sildenafilum;100 mg;tabletki powlekane;21243;Bezterminowe;Alvogen Malta Operations (ROW) Ltd.;DCP;G04BE03
Silden;Sildenafilum;50 mg;tabletki powlekane;22003;2019-07-21;Sopharma Warszawa Sp. z o.o.;NAR;G04BE03
Silden;Sildenafilum;100 mg;tabletki powlekane;22004;2019-07-21;Sopharma Warszawa Sp. z o.o.;NAR;G04BE03
Sildenafil Accord;Sildenafilum;25 mg;tabletki powlekane;18413;2016-06-29;Accord Healthcare Limited;DCP;G04BE03
Sildenafil Accord;Sildenafilum;100 mg;tabletki powlekane;18415;2016-06-29;Accord Healthcare Limited;DCP;G04BE03
Sildenafil Accord;Sildenafilum;50 mg;tabletki powlekane;18414;2016-06-29;Accord Healthcare Limited;DCP;G04BE03
Sildenafil Actavis;Sildenafilum;25 mg;tabletki powlekane;;;Actavis Group PTC ehf.;CEN;G04BE03
Sildenafil Actavis;Sildenafilum;50 mg;tabletki powlekane;;;Actavis Group PTC ehf.;CEN;G04BE03
Sildenafil Actavis;Sildenafilum;100 mg;tabletki powlekane;;;Actavis Group PTC ehf.;CEN;G04BE03
Sildenafil Apotex;Sildenafilum;50 mg;tabletki powlekane;17719;Bezterminowe;Apotex Europe B.V.;DCP;G04BE03
Sildenafil Apotex;Sildenafilum;100 mg;tabletki powlekane;17720;Bezterminowe;Apotex Europe B.V.;DCP;G04BE03
Sildenafil Aurovitas;Sildenafili citras;20 mg;tabletki powlekane;24122;2022-07-17;Aurovitas, Unipessoal, Lda.;DCP;G04BE03
Sildenafil Bluefish;Sildenafilum;50 mg;tabletki powlekane;20539;2017-08-30;Bluefish Pharmaceuticals AB;DCP;G04BE03
Sildenafil Bluefish;Sildenafilum;100 mg;tabletki powlekane;20540;2017-08-30;Bluefish Pharmaceuticals AB;DCP;G04BE03
Sildenafil Espefa;Sildenafilum;100 mg;tabletki powlekane;23078;2021-04-04;Chemiczno-Farmaceutyczna Spółdzielnia Pracy ESPEFA;NAR;G04BE03
Sildenafil Genoptim;Sildenafilum;100 mg;tabletki powlekane;21281;2018-06-19;Synoptis Pharma Sp. z o.o.;MRP;G04BE03
Sildenafil Hasco;Sildenafilum;50 mg;tabletki do rozgryzania i żucia;20519;2017-08-30;Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.;DCP;G04BE03
Sildenafil IBSA;Sildenafilum;25 mg;lamelki ulegające rozpadowi w jamie ustnej;23393;2021-09-01;IBSA Farmaceutici Italia S.r.l.;DCP;G04BE03
